Name,Year,Engine,Fuel,Transmission,Driven_KM,No_of_Owner,Location, Price 
Maruti Swift Lxi BSIII,2010,1298 CC,Petrol,Manual,54898,Third,Pune,2.5
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2018,1591 CC,Petrol,Manual,2500,First,Mumbai,12.75
BMW X1 M Sport sDrive 20d,2017,1995 CC,Diesel,Automatic,32838,First,Kochi,30.29
Ford Ikon 1.3 Flair,2006,1299 CC,Petrol,Manual,27076,First,Hyderabad,1.6
Ford Ecosport 1.5 DV5 MT Titanium Optional,2017,1498 CC,Diesel,Manual,75445,First,Kochi,7.54
Maruti Ciaz VXi Plus,2015,1373 CC,Petrol,Manual,46601,First,Kochi,6.84
Volkswagen Passat Diesel Highline 2.0 TDI,2012,1968 CC,Diesel,Automatic,72000,First,Kolkata,6
Honda Jazz 1.5 VX i DTEC,2017,1498 CC,Diesel,Manual,27000,First,Pune,8
Audi A4 35 TDI Premium,2016,1968 CC,Diesel,Automatic,68193,First,Coimbatore,24.74
Hyundai Grand i10 CRDi Sportz Celebration Edition,2017,1120 CC,Diesel,Manual,34429,First,Kochi,5.5
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2013,2987 CC,Diesel,Automatic,46000,First,Delhi,36
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,2494 CC,Diesel,Manual,80544,First,Coimbatore,11.79
Nissan Sunny 2011-2014 XL,2011,1498 CC,Petrol,Manual,42000,Second,Jaipur,3
Skoda Laura Ambiente 2.0 TDI CR AT,2011,1968 CC,Diesel,Automatic,94821,Second,Bangalore,6.75
Chevrolet Aveo 1.4 LS,2006,1399 CC,Petrol,Manual,100000,First,Jaipur,1.4
Honda Mobilio V i DTEC,2014,1498 CC,Diesel,Manual,57000,First,Mumbai,5.75
Maruti Ritz VDi,2010,1248 CC,Diesel,Manual,79894,First,Hyderabad,3.4
Volkswagen Polo Petrol Highline 1.2L,2011,1198 CC,Petrol,Manual,44748,Second,Coimbatore,4.89
Nissan Terrano XL,2013,1598 CC,Petrol,Manual,31000,First,Mumbai,4.95
Maruti A-Star AT Vxi Aktiv,2013,998 CC,Petrol,Automatic,60587,Second,Coimbatore,3.49
Toyota Etios Liva GD,2011,1364 CC,Diesel,Manual,32000,First,Pune,3.85
Honda City 1.5 S MT,2014,1497 CC,Petrol,Manual,43772,First,Pune,6.35
Hyundai Grand i10 AT Asta,2017,1197 CC,Petrol,Automatic,23576,First,Coimbatore,7.08
Jaguar XE 2.0L Diesel Prestige,2017,1999 CC,Diesel,Automatic,4000,First,Hyderabad,38
Mahindra Scorpio VLX,2012,2179 CC,Diesel,Manual,62000,First,Kolkata,6.25
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2011,1796 CC,Petrol,Automatic,36000,First,Mumbai,10.15
Skoda Superb Elegance 1.8 TSI AT,2014,1798 CC,Petrol,Automatic,80000,First,Delhi,10.75
Chevrolet Cruze LTZ AT,2012,1991 CC,Diesel,Automatic,137008,First,Pune,4.65
Mahindra Scorpio VLX,2010,2179 CC,Diesel,Manual,61001,First,Delhi,4.75
Hyundai Verna 1.6 SX VTVT (O),2015,1591 CC,Petrol,Manual,52191,First,Coimbatore,7.78
Hyundai i20 1.4 Asta CRDi with AVN,2016,1396 CC,Diesel,Manual,77076,First,Hyderabad,6.75
Honda City ZX CVT,2008,1497 CC,Petrol,Automatic,56000,First,Hyderabad,2.99
Hyundai i10 Magna,2013,1197 CC,Petrol,Manual,21000,First,Kolkata,2.35
Honda Amaze S i-Dtech,2013,1498 CC,Diesel,Manual,89429,First,Delhi,3.65
Maruti Wagon R LXI,2012,998 CC,Petrol,Manual,45631,Second,Delhi,2.74
Honda Brio S MT,2013,1198 CC,Petrol,Manual,53959,First,Jaipur,3.5
Hyundai i20 1.2 Sportz Option,2014,1197 CC,Petrol,Manual,55804,First,Kochi,4.76
Volkswagen Vento 2013-2015 1.6 Comfortline,2016,1598 CC,Petrol,Manual,25899,First,Kochi,6.2
Skoda Octavia Rider 1.9 TDI MT,2008,1896 CC,Diesel,Manual,82000,Second,Pune,2.35
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,2014,2143 CC,Diesel,Automatic,52000,First,Mumbai,24.5
Renault Duster Petrol RxL,2013,1598 CC,Petrol,Manual,20000,First,Pune,6
Hyundai EON Sportz,2017,814 CC,Petrol,Manual,31829,First,Hyderabad,3.65
Maruti Swift VXI,2016,1197 CC,Petrol,Manual,18094,Second,Coimbatore,6.26
Nissan Micra Diesel,2011,1461 CC,Diesel,Manual,80000,Second,Jaipur,2.1
Audi Q5 3.0 TDI Quattro Technology,2015,2967 CC,Diesel,Automatic,11964,First,Mumbai,32.95
Hyundai i20 1.2 Spotz,2018,1197 CC,Petrol,Manual,22684,First,Coimbatore,7.8
Honda Brio S MT,2014,1198 CC,Petrol,Manual,43521,First,Bangalore,4.25
Maruti Swift Dzire ZXi,2014,1298 CC,Petrol,Manual,49386,First,Kochi,4.86
Hyundai Grand i10 1.2 Kappa Magna,2017,1197 CC,Petrol,Manual,12248,First,Delhi,4.9
Mahindra Xylo E8 ABS BS IV,2014,2498 CC,Diesel,Manual,67771,First,Coimbatore,7.06
Volkswagen Polo GTI,2015,1798 CC,Petrol,Automatic,60007,First,Delhi,4.5
Maruti Alto K10 VXI,2011,998 CC,Petrol,Manual,48624,First,Coimbatore,3.22
Volkswagen Polo Diesel Comfortline 1.2L,2014,1199 CC,Diesel,Manual,30000,First,Kolkata,3.25
Hyundai Grand i10 Sportz,2016,1197 CC,Petrol,Manual,81605,First,Delhi,4.53
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2017,2143 CC,Diesel,Automatic,32642,First,Coimbatore,34.78
Hyundai Verna 1.6 SX VTVT AT,2014,1591 CC,Petrol,Automatic,34200,First,Pune,6.5
Fiat Punto EVO 1.2 Emotion,2010,1172 CC,Petrol,Manual,72204,First,Chennai,2.25
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2011,2494 CC,Diesel,Manual,156347,Second,Pune,8
Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,2017,1493 CC,Diesel,Automatic,47357,First,Kochi,8.37
Volkswagen Polo 1.5 TDI Comfortline,2015,1498 CC,Diesel,Manual,61738,First,Coimbatore,5.39
BMW 5 Series 520d Luxury Line,2018,1995 CC,Diesel,Automatic,32586,First,Kochi,37.3
Mercedes-Benz GLE 350d,2018,2987 CC,Diesel,Automatic,40129,First,Coimbatore,70.8
Mercedes-Benz M-Class ML 350 CDI,2012,2987 CC,Diesel,Automatic,51000,First,Mumbai,22.25
Hyundai Grand i10 1.2 Kappa Sportz,2018,1197 CC,Petrol,Manual,10393,First,Kochi,6.03
Skoda Superb Elegance 1.8 TSI AT,2011,1798 CC,Petrol,Automatic,46000,First,Mumbai,4.9
Hyundai i10 Sportz AT,2013,1197 CC,Petrol,Automatic,21000,First,Chennai,3.96
Hyundai i20 1.4 CRDi Asta,2011,1396 CC,Diesel,Manual,113562,First,Hyderabad,4.6
Mahindra Scorpio VLX,2011,2179 CC,Diesel,Manual,100010,Second,Mumbai,5.5
Honda Brio V MT,2013,1198 CC,Petrol,Manual,63107,First,Mumbai,3.25
Hyundai i20 1.2 Magna Executive,2017,1197 CC,Petrol,Manual,58500,First,Jaipur,6.25
Ford Endeavour 4x2 XLT Limited Edition,2007,2499 CC,Diesel,Manual,90000,Fourth & Above,Pune,3
Hyundai Verna CRDi SX,2011,1493 CC,Diesel,Manual,108242,First,Chennai,4.25
Toyota Fortuner 3.0 Diesel,2011,2982 CC,Diesel,Manual,146300,First,Pune,12.25
BMW X1 sDrive20d,2011,1995 CC,Diesel,Automatic,62943,Second,Pune,10.95
Toyota Fortuner 4x2 AT,2013,2982 CC,Diesel,Automatic,65000,First,Delhi,16.5
Honda Amaze V CVT Petrol,2018,1199 CC,Petrol,Automatic,1700,First,Pune,7.8
Hyundai i10 Era 1.1,2013,1086 CC,Petrol,Manual,34697,First,Kochi,3.7
Hyundai i20 1.2 Sportz,2012,1197 CC,Petrol,Manual,58000,First,Hyderabad,4
BMW 3 Series 320d GT Luxury Line,2015,1995 CC,Diesel,Automatic,32500,First,Mumbai,26.75
Audi Q3 35 TDI Quattro Premium Plus,2016,1968 CC,Diesel,Automatic,58661,First,Coimbatore,28.03
Maruti Swift VXI Optional,2017,1197 CC,Petrol,Manual,37124,First,Kochi,5.44
Maruti Baleno Delta Automatic,2017,1197 CC,Petrol,Automatic,44000,First,Delhi,6.2
Hyundai Accent GLE,2005,1495 CC,Petrol,Manual,45200,First,Kolkata,0.9
Maruti Ritz LXi,2016,1197 CC,Petrol,Manual,11000,First,Mumbai,3.95
Tata Nano Lx,2011,624 CC,Petrol,Manual,65000,Second,Pune,0.44
Ford Figo Diesel EXI,2012,1399 CC,Diesel,Manual,55005,First,Ahmedabad,2.75
Volkswagen Passat Diesel Highline 2.0 TDI,2011,1968 CC,Diesel,Automatic,81650,First,Hyderabad,7.5
Fiat Linea Emotion Pack (Diesel),2010,1248 CC,Diesel,Manual,160000,Second,Chennai,2.5
Mahindra Xylo D4,2015,2489 CC,Diesel,Manual,169000,First,Hyderabad,5
Maruti Wagon R VXI,2013,998 CC,Petrol,Manual,67263,First,Hyderabad,3.6
Toyota Etios G Safety,2012,1496 CC,Petrol,Manual,44223,First,Kochi,3.99
Hyundai Grand i10 Sportz,2015,1197 CC,Petrol,Manual,36840,First,Coimbatore,5.64
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2014,2494 CC,Diesel,Manual,160000,First,Pune,12
Tata Indica V2 DLS TC,2008,1405 CC,Diesel,Manual,133000,First,Kolkata,0.7
BMW 3 Series 320d Sport Line,2015,1995 CC,Diesel,Automatic,69123,First,Mumbai,19
Ford Endeavour 3.2 Titanium AT 4X4,2017,3198 CC,Diesel,Automatic,38000,First,Delhi,30.48
Maruti Ciaz Zeta,2017,1462 CC,Petrol,Manual,5500,First,Mumbai,8.2
Ford Figo 1.5D Titanium Plus MT,2015,1498 CC,Diesel,Manual,1001,First,Kolkata,7.55
Chevrolet Aveo U-VA 1.2 LS,2007,1150 CC,Petrol,Manual,59000,Third,Pune,0.99
Honda City 1.5 V AT,2011,1497 CC,Petrol,Automatic,78256,First,Delhi,4.15
Nissan Sunny XL,2016,1498 CC,Petrol,Manual,90000,First,Chennai,6.2
Maruti Swift Dzire VXI,2016,1197 CC,Petrol,Manual,18000,First,Kolkata,4.4
Ford Figo Diesel Titanium,2012,1399 CC,Diesel,Manual,60000,First,Kolkata,2.1
Fiat Grande Punto 1.3 Emotion (Diesel),2011,1248 CC,Diesel,Manual,130000,First,Jaipur,2.2
Hyundai Elite i20 Petrol Asta,2018,1197 CC,Petrol,Manual,32851,First,Coimbatore,8.34
Maruti Swift Dzire VDI,2014,1248 CC,Diesel,Manual,32000,First,Kolkata,4.35
Ford Ecosport 1.5 DV5 MT Titanium,2014,1498 CC,Diesel,Manual,62700,First,Hyderabad,6.8
Maruti Swift Dzire VDi,2010,1248 CC,Diesel,Manual,71000,First,Jaipur,3.3
Hyundai Grand i10 Sportz,2016,1197 CC,Petrol,Manual,19947,First,Kochi,5.04
Ford Endeavour 3.0L 4X4 AT,2012,2953 CC,Diesel,Automatic,91000,First,Hyderabad,9.2
Volkswagen Polo Diesel Highline 1.2L,2014,1199 CC,Diesel,Manual,74000,First,Hyderabad,5.7
Mahindra TUV 300 2015-2019 mHAWK100 T8,2018,1493 CC,Diesel,Manual,55594,First,Kochi,8.48
BMW X6 xDrive 40d,2013,2993 CC,Diesel,Automatic,58000,First,Hyderabad,48
Renault Duster 110PS Diesel RxZ,2012,1461 CC,Diesel,Manual,110224,First,Hyderabad,6.1
Maruti Wagon R LXI,2010,998 CC,Petrol,Manual,21002,First,Ahmedabad,2.75
Maruti Ertiga SHVS VDI,2017,1248 CC,Diesel,Manual,121000,First,Pune,8
Maruti Alto LXi BSIII,2010,796 CC,Petrol,Manual,73513,First,Jaipur,1.85
Maruti Wagon R AMT VXI Option,2015,998 CC,Petrol,Automatic,34000,First,Jaipur,3.85
Maruti Eeco 7 Seater Standard,2017,1196 CC,Petrol,Manual,28371,First,Coimbatore,4.74
Renault Duster 110PS Diesel RxL,2013,1461 CC,Diesel,Manual,74755,First,Kochi,5.63
Maruti Zen Estilo 1.1 LX BSIII,2011,1061 CC,Petrol,Manual,25805,First,Kochi,2.62
Renault Duster Petrol RxL,2015,1598 CC,Petrol,Manual,82603,First,Kochi,4.9
Honda Civic 2006-2010 1.8 S MT,2006,1799 CC,Petrol,Manual,110000,First,Chennai,2.65
Mahindra XUV500 W8 2WD,2012,2179 CC,Diesel,Manual,88000,First,Delhi,5.99
Mahindra Verito 1.5 D6 BSIV,2011,1461 CC,Diesel,Manual,110000,Second,Chennai,2.4
Renault KWID Climber 1.0 MT,2017,999 CC,Petrol,Manual,15000,First,Delhi,4.25
Porsche Cayenne Diesel,2013,2967 CC,Diesel,Automatic,70000,First,Mumbai,40
Maruti Swift DDiS VDI,2008,1248 CC,Diesel,Manual,150000,Second,Pune,2.7
Datsun GO T Option,2016,1198 CC,Petrol,Manual,19000,First,Hyderabad,2.99
Hyundai i20 1.2 Magna,2011,1197 CC,Petrol,Manual,37442,First,Chennai,3.4
BMW 5 Series 2013-2017 520d Luxury Line,2016,1995 CC,Diesel,Automatic,63111,Second,Coimbatore,30.8
Maruti Ertiga ZDI,2012,1248 CC,Diesel,Manual,88000,First,Mumbai,5.85
Hyundai Grand i10 Magna,2014,1197 CC,Petrol,Manual,42355,First,Jaipur,4
BMW 3 Series 330i,2011,2996 CC,Petrol,Automatic,75871,First,Coimbatore,14.12
Chevrolet Cruze LTZ,2011,1998 CC,Diesel,Manual,65000,First,Mumbai,4.55
Mercedes-Benz M-Class ML 350 4Matic,2015,2987 CC,Diesel,Automatic,69000,First,Pune,38
Maruti Ritz LDi,2011,1248 CC,Diesel,Manual,79232,First,Jaipur,2.9
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2007,1796 CC,Petrol,Automatic,220000,Second,Pune,6
Hyundai i20 1.2 Magna Executive,2016,1197 CC,Petrol,Manual,28470,First,Kochi,6.95
Hyundai EON 1.0 Kappa Magna Plus Optional,2014,998 CC,Petrol,Manual,9759,First,Kolkata,2.75
Maruti Swift VDI,2014,1248 CC,Diesel,Manual,75216,First,Pune,5.1
Hyundai i20 Sportz 1.2,2017,1197 CC,Petrol,Manual,8000,First,Chennai,6.75
Maruti Ritz ZXi,2014,1197 CC,Petrol,Manual,59451,First,Mumbai,3.69
Maruti Swift VDI,2013,1248 CC,Diesel,Manual,53996,First,Hyderabad,5.45
Honda WRV i-VTEC VX,2018,1199 CC,Petrol,Manual,15135,First,Kochi,9.29
Hyundai Xcent 1.2 Kappa AT S Option,2015,1197 CC,Petrol,Automatic,53000,Second,Chennai,4
Honda Amaze E i-Vtech,2013,1198 CC,Petrol,Manual,40000,First,Kolkata,2.9
Hyundai Verna 1.6 SX VTVT (O),2013,1591 CC,Petrol,Manual,21107,First,Pune,5.25
Honda City V MT,2014,1497 CC,Petrol,Manual,56000,First,Mumbai,5.75
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2017,1591 CC,Petrol,Manual,19623,First,Coimbatore,13.12
Mahindra XUV500 W8 2WD,2014,2179 CC,Diesel,Manual,70963,First,Kochi,7.83
Maruti Wagon R LXI CNG,2013,998 CC,CNG,Manual,25755,First,Mumbai,3.15
Toyota Innova 2.5 V Diesel 7-seater,2013,2494 CC,Diesel,Manual,51450,First,Mumbai,10.4
Maruti Swift VDI,2012,1248 CC,Diesel,Manual,75000,First,Pune,4.35
Maruti Wagon R VXI AMT,2017,998 CC,Petrol,Automatic,37832,First,Coimbatore,5.23
Hyundai Grand i10 1.2 Kappa Asta,2016,1197 CC,Petrol,Manual,43041,First,Coimbatore,6.01
Honda Amaze VX i-DTEC,2014,1498 CC,Diesel,Manual,97236,First,Hyderabad,4.4
BMW 3 Series 320d Highline,2010,1995 CC,Diesel,Automatic,83000,First,Chennai,12.75
Ford Figo Petrol Titanium,2011,1196 CC,Petrol,Manual,65000,First,Delhi,2.4
Volkswagen Ameo 1.2 MPI Trendline,2018,1198 CC,Petrol,Manual,46007,First,Kochi,5.71
Ford Ecosport 1.5 DV5 MT Trend,2015,1498 CC,Diesel,Manual,65925,Second,Kochi,5.49
Honda City 1.3 EXI,2004,1343 CC,Petrol,Manual,73500,Second,Pune,1.3
Mahindra XUV500 W6 2WD,2014,2179 CC,Diesel,Manual,55000,First,Kolkata,8.5
Toyota Fortuner 4x2 Manual,2012,2982 CC,Diesel,Manual,115000,First,Delhi,12.99
Hyundai Grand i10 1.2 Kappa Magna,2017,1197 CC,Petrol,Manual,31184,First,Kolkata,5
Maruti Dzire AMT ZDI Plus,2017,1248 CC,Diesel,Automatic,41747,First,Pune,9
Maruti Swift VDI,2016,1248 CC,Diesel,Manual,38143,First,Kochi,5.22
Volkswagen Polo Petrol Highline 1.2L,2012,1198 CC,Petrol,Manual,19030,First,Pune,3.8
Toyota Etios Liva 1.2 VX Dual Tone,2019,1197 CC,Petrol,Manual,20877,First,Coimbatore,7.27
Maruti Swift VXI,2016,1197 CC,Petrol,Manual,23555,First,Mumbai,5.1
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,2013,2143 CC,Diesel,Automatic,29000,First,Bangalore,29
Maruti Wagon R VXI,2013,998 CC,Petrol,Manual,61000,First,Pune,2.9
Tata Nano Lx BSIV,2012,624 CC,Petrol,Manual,4187,First,Kochi,1.38
Skoda Laura 1.8 TSI Ambiente,2011,1798 CC,Petrol,Manual,46000,First,Bangalore,5.5
Volkswagen Polo GT TSI,2016,1197 CC,Petrol,Automatic,28000,First,Mumbai,7.25
Hyundai Verna 1.6 SX,2014,1582 CC,Diesel,Manual,83558,First,Coimbatore,6.98
Tata Bolt Quadrajet XE,2017,1248 CC,Diesel,Manual,40000,First,Hyderabad,5.25
Hyundai EON D Lite Plus,2013,814 CC,Petrol,Manual,36000,First,Kolkata,1.95
Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,1968 CC,Diesel,Automatic,21000,First,Bangalore,24.5
Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,2494 CC,Diesel,Manual,62162,First,Kochi,8.31
Mercedes-Benz M-Class ML 350 CDI,2012,2987 CC,Diesel,Automatic,83000,First,Hyderabad,36
Hyundai Xcent 1.1 CRDi S,2015,1120 CC,Diesel,Manual,58000,First,Pune,5.5
Honda Accord 2.4 AT,2011,2354 CC,Petrol,Automatic,62332,First,Kochi,5.89
Volkswagen Vento 1.5 TDI Highline,2016,1498 CC,Diesel,Manual,50867,First,Kochi,7.95
Hyundai i20 Sportz Petrol,2010,1197 CC,Petrol,Manual,73000,First,Mumbai,2.75
Hyundai Elantra CRDi SX,2012,1582 CC,Diesel,Manual,98008,First,Jaipur,6.25
Ford Figo Diesel Titanium,2015,1399 CC,Diesel,Manual,36000,First,Hyderabad,4.95
Hyundai i20 1.2 Magna Executive,2019,1197 CC,Petrol,Manual,27339,First,Kochi,6.27
Hyundai Verna 1.6 CRDi SX,2017,1582 CC,Diesel,Manual,25000,First,Kolkata,8.65
Hyundai Grand i10 Asta,2014,1197 CC,Petrol,Manual,37000,First,Kolkata,3.5
Audi Q5 2.0 TDI,2015,1968 CC,Diesel,Automatic,56000,First,Hyderabad,35
Maruti Swift Dzire ZXi,2015,1298 CC,Petrol,Manual,27000,First,Kolkata,4.45
Hyundai i20 Magna,2012,1197 CC,Petrol,Manual,37000,First,Kolkata,2.65
Mahindra KUV 100 mFALCON D75 K4 Plus 5str,2017,1198 CC,Diesel,Manual,10500,First,Kolkata,4.7
Hyundai Elantra 1.6 SX Option AT,2014,1582 CC,Diesel,Automatic,49000,First,Ahmedabad,8.9
Jeep Compass 2.0 Limited Option Black,2017,1956 CC,Diesel,Manual,7000,First,Mumbai,17.45
Maruti Vitara Brezza VDi Option,2017,1248 CC,Diesel,Manual,71256,First,Coimbatore,9.58
Toyota Corolla Altis 1.8 GL,2012,1798 CC,Petrol,Manual,83184,First,Kochi,6.22
Mahindra XUV500 W8 2WD,2013,2179 CC,Diesel,Manual,87284,First,Kolkata,7.8
BMW X1 xDrive 20d xLine,2016,1995 CC,Diesel,Automatic,7000,First,Mumbai,27.75
Hyundai i20 Magna 1.4 CRDi,2015,1396 CC,Diesel,Manual,29000,Second,Pune,7
Mercedes-Benz GLE 350d,2017,2987 CC,Diesel,Automatic,33552,First,Coimbatore,64.87
Chevrolet Cruze LTZ,2013,1998 CC,Diesel,Manual,64000,Second,Bangalore,6.5
Hyundai i20 1.2 Magna,2011,1197 CC,Petrol,Manual,82000,Second,Jaipur,2.7
Honda Brio S MT,2012,1198 CC,Petrol,Manual,70000,Second,Mumbai,2.5
Nissan Evalia 2013 XL,2013,1461 CC,Diesel,Manual,166194,First,Hyderabad,3.9
Volkswagen Polo Petrol Trendline 1.2L,2015,1198 CC,Petrol,Manual,58000,First,Delhi,3.95
Hyundai i10 Sportz 1.2,2010,1197 CC,Petrol,Manual,77000,Second,Chennai,2.1
Chevrolet Cruze LTZ AT,2009,1991 CC,Diesel,Automatic,73204,Third,Pune,3.5
Hyundai i10 Era,2007,1086 CC,Petrol,Manual,70000,Second,Hyderabad,2
Maruti Ertiga VDI,2014,1248 CC,Diesel,Manual,79870,First,Delhi,5.35
Honda Amaze S i-Dtech,2013,1498 CC,Diesel,Manual,90000,First,Delhi,3.8
Mercedes-Benz A Class A180 Sport,2016,1595 CC,Petrol,Automatic,17000,First,Mumbai,17.25
Hyundai Grand i10 1.2 Kappa Magna,2018,1197 CC,Petrol,Manual,46493,First,Kochi,5.53
Hyundai i10 Sportz 1.2,2009,1197 CC,Petrol,Manual,68000,Third,Pune,1.95
Maruti Swift DDiS ZDI Plus,2017,1248 CC,Diesel,Manual,2000,First,Hyderabad,8.2
Honda City 1.3 EXI,1999,1343 CC,Petrol,Manual,140000,First,Pune,0.9
Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,2494 CC,Diesel,Manual,255000,Third,Pune,6.5
Mini Cooper Countryman D High,2014,1998 CC,Diesel,Automatic,45535,First,Coimbatore,19.41
Fiat Linea T-Jet Active,2016,1368 CC,Petrol,Manual,39228,First,Coimbatore,6.58
Chevrolet Aveo 1.4 LT,2011,1399 CC,Petrol,Manual,57000,Second,Mumbai,2.1
Hyundai i10 Era 1.1,2008,1086 CC,Petrol,Manual,85445,Second,Chennai,2
Hyundai Xcent 1.1 CRDi Base,2015,1120 CC,Diesel,Manual,54000,First,Delhi,3.7
Maruti Celerio VXI AT,2014,998 CC,Petrol,Automatic,53000,First,Mumbai,3.8
Hyundai i10 Sportz,2014,1197 CC,Petrol,Manual,60000,First,Jaipur,3.25
Renault Duster 85PS Diesel RxL,2015,1461 CC,Diesel,Manual,65668,First,Coimbatore,5.53
BMW 3 Series 320d,2011,1995 CC,Diesel,Automatic,100000,Second,Ahmedabad,10.9
Hyundai Grand i10 Sportz,2018,1197 CC,Petrol,Manual,1800,First,Kolkata,5.1
Hyundai Santro DX,2007,999 CC,Petrol,Manual,96000,Second,Hyderabad,2.2
Chevrolet Spark 1.0 LS,2009,995 CC,Petrol,Manual,44200,Second,Pune,1.6
Honda City i VTEC VX Option,2018,1497 CC,Petrol,Manual,14000,First,Ahmedabad,11.25
Volkswagen Vento Diesel Highline,2013,1598 CC,Diesel,Manual,720000,First,Chennai,5.9
Toyota Fortuner 4x2 4 Speed AT,2012,2982 CC,Diesel,Automatic,73000,First,Delhi,14.4
Honda City 1.5 S MT,2011,1497 CC,Petrol,Manual,68000,First,Delhi,3.6
BMW 5 Series 2013-2017 520d Luxury Line,2017,1995 CC,Diesel,Automatic,19543,First,Jaipur,40.5
Audi Q5 30 TDI quattro Premium Plus,2014,1968 CC,Diesel,Automatic,38000,Second,Bangalore,38.95
Maruti Ritz LDi,2014,1248 CC,Diesel,Manual,32805,First,Delhi,3.6
Volkswagen Vento 1.5 TDI Highline AT,2016,1498 CC,Diesel,Automatic,44782,First,Kochi,7.12
Honda City i DTEC SV,2016,1498 CC,Diesel,Manual,55700,First,Kochi,7.52
Audi A4 New 2.0 TDI Multitronic,2012,1968 CC,Diesel,Automatic,60000,Second,Delhi,10.35
Skoda Rapid 1.6 MPI Elegance,2014,1598 CC,Petrol,Manual,56000,First,Hyderabad,7
Toyota Fortuner 3.0 Diesel,2011,2982 CC,Diesel,Manual,60000,First,Delhi,10.85
Chevrolet Optra Magnum 2.0 LT BS3,2010,1991 CC,Diesel,Manual,78563,First,Mumbai,2.35
Maruti Eeco 7 Seater Standard,2014,1196 CC,Petrol,Manual,34669,First,Mumbai,2.9
Maruti Ciaz ZXi,2017,1373 CC,Petrol,Manual,17000,First,Delhi,7.65
Maruti Ciaz VDi Plus SHVS,2016,1248 CC,Diesel,Manual,66000,First,Delhi,6.4
Toyota Innova 2.5 LE 2014 Diesel 7 Seater,2014,2494 CC,Diesel,Manual,102418,First,Pune,10.1
Maruti Swift Dzire VXI,2014,1197 CC,Petrol,Manual,48800,First,Kolkata,4.25
Toyota Innova Crysta 2.8 GX AT,2019,2755 CC,Diesel,Automatic,10601,First,Kochi,19.65
Tata Indica V2 eLX,2017,1396 CC,Diesel,Manual,8200,First,Pune,4.4
Hyundai i20 Magna,2012,1197 CC,Petrol,Manual,100000,First,Jaipur,3.25
Ford Fiesta 1.4 Duratorq ZXI,2012,1399 CC,Diesel,Manual,78000,First,Pune,2.8
Chevrolet Enjoy 1.3 TCDi LS 8,2015,1248 CC,Diesel,Manual,50000,First,Kolkata,4.3
Ford Fiesta 1.4 Duratorq EXI,2006,1399 CC,Diesel,Manual,89327,Third,Chennai,1.55
Honda CR-V 2.4 MT,2007,2354 CC,Petrol,Manual,98000,Second,Chennai,4.7
Honda Jazz 1.2 VX i VTEC,2017,1199 CC,Petrol,Manual,24700,First,Kochi,7.07
Mercedes-Benz GLS 350d Grand Edition,2018,2987 CC,Diesel,Automatic,6000,First,Delhi,79
Hyundai Grand i10 1.2 Kappa Sportz,2018,1197 CC,Petrol,Manual,9434,First,Delhi,5.75
Maruti Ritz VXi,2012,1197 CC,Petrol,Manual,29000,First,Mumbai,3.25
Volkswagen Ameo 1.5 TDI Highline AT,2017,1498 CC,Diesel,Automatic,22440,First,Coimbatore,8.89
Honda City i VTEC SV,2015,1497 CC,Petrol,Manual,73070,First,Mumbai,5.9
Honda Jazz 1.2 S i VTEC,2016,1199 CC,Petrol,Manual,21771,First,Kolkata,4.95
Maruti Swift Ldi BSIV,2014,1248 CC,Diesel,Manual,62000,First,Delhi,3.75
Hyundai Creta 1.6 CRDi AT SX Plus,2017,1582 CC,Diesel,Automatic,37024,First,Kochi,10.97
Audi A7 2011-2015 3.0 TDI Quattro,2014,2967 CC,Diesel,Automatic,60336,Second,Kochi,24.94
Hyundai EON D Lite Plus,2014,814 CC,Petrol,Manual,26008,First,Kolkata,1.97
Ford Figo Diesel EXI,2010,1399 CC,Diesel,Manual,90000,Second,Jaipur,1.4
Volkswagen Ameo 1.2 MPI Highline,2018,1198 CC,Petrol,Manual,35569,First,Coimbatore,7.27
Renault Scala Diesel RxL,2013,1461 CC,Diesel,Manual,40000,First,Kolkata,4
Honda Jazz 1.2 V i VTEC,2015,1199 CC,Petrol,Manual,45000,First,Kolkata,4.75
Hyundai i20 1.2 Sportz,2015,1197 CC,Petrol,Manual,42000,First,Delhi,5.1
Audi A4 3.0 TDI Quattro Premium,2012,2967 CC,Diesel,Automatic,46913,First,Coimbatore,16.11
Mahindra Ssangyong Rexton RX7,2014,2696 CC,Diesel,Automatic,62000,First,Delhi,10.55
Toyota Fortuner 2.8 2WD AT,2017,2755 CC,Diesel,Automatic,15000,First,Ahmedabad,30
